#OTU ID	magic.0040.S71.R1.001	magic.0112.S49.R1.001	magic.0134.S97.R1.001	magic.0317.S53.R1.001	magic.0020.S23.R1.001	magic.0402.S78.R1.001	magic.0232.S75.R1.001	magic.0315.S29.R1.001	magic.0435.S43.R1.001	magic.0018.S106.R1.001	magic.0124.S61.R1.001	magic.0150.S50.R1.001	magic.0532.S92.R1.001	magic.0030.S59.R1.001	magic.0079.S84.R1.001	magic.0013.S58.R1.001	magic.0132.S85.R1.001	magic.0316.S41.R1.001	magic.0374.S54.R1.001	magic.0001.S22.R1.001	magic.0243.S99.R1.001	magic.0173.S98.R1.001	magic.0542.S57.R1.001	magic.0146.S109.R1.001	magic.0100.S96.R1.001	magic.0537.S104.R1.001	magic.0156.S62.R1.001	magic.0244.S111.R1.001	magic.0456.S79.R1.001	magic.0339.S30.R1.001	magic.0053.S24.R1.001	magic.0367.S42.R1.001	magic.0016.S82.R1.001	magic.0164.S74.R1.001	magic.0231.S63.R1.001	magic.0551.S105.R1.001	magic.0048.S83.R1.001	magic.0331.S77.R1.001	magic.0440.S55.R1.001	magic.0004.S34.R1.001	magic.0531.S80.R1.001	magic.0179.S110.R1.001	magic.0526.S56.R1.001	magic.0539.S33.R1.001	magic.0075.S60.R1.001	magic.0149.S38.R1.001	magic.0242.S87.R1.001	magic.0514.S44.R1.001	magic.0246.S28.R1.001	magic.0017.S94.R1.001	magic.0078.S72.R1.001	magic.0011.S46.R1.001	magic.0109.S25.R1.001	magic.0131.S73.R1.001	magic.0552.S117.R1.001	magic.0465.S91.R1.001	magic.0015.S70.R1.001	magic.0527.S68.R1.001	magic.0021.S35.R1.001	magic.0063.S48.R1.001	magic.0396.S66.R1.001	magic.0337.S113.R1.001	magic.0471.S103.R1.001	magic.0428.S102.R1.001	magic.0547.S81.R1.001	magic.0287.S76.R1.001	magic.0272.S52.R1.001	magic.0148.S26.R1.001	magic.0110.S37.R1.001	magic.0050.S95.R1.001	magic.0307.S112.R1.001	magic.0170.S86.R1.001	magic.0268.S40.R1.001	magic.0417.S90.R1.001	magic.0300.S100.R1.001	magic.0538.S116.R1.001	magic.0334.S89.R1.001	magic.0290.S88.R1.001	magic.0541.S45.R1.001	magic.0278.S64.R1.001	magic.0335.S101.R1.001	magic.0059.S36.R1.001	magic.0549.S93.R1.001	magic.0217.S51.R1.001	magic.0543.S69.R1.001	magic.0322.S65.R1.001	magic.0433.S31.R1.001	magic.0429.S114.R1.001	magic.0473.S115.R1.001	magic.0189.S39.R1.001	magic.0028.S47.R1.001	magic.0101.S108.R1.001	magic.0185.S27.R1.001	magic.0484.S32.R1.001	Postive.Control.S107.R1.001	Blank.S67.R1.001
NZ_AP012334.1_Scardovia_inopinata_JCM_12537_DNA-_complete_genome	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	3	0	0	4	2	0	0	0	0	0	0	0	0	10	0	0	7	2	0	0	0	4	0	0	0	0	6	3	0	0	0	0	0	12	0	29	4	0	4	1	0	10	1	0	1	20	0	0	0	12	12	5	16	0	1	3	9	7	0	0	9	0	0	0	0	0	0	0	0
NZ_AP012542.1_Lactobacillus_paracasei_subsp._paracasei_JCM_8130_plasmid_pLBPC-1_DNA-_complete_genome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
NZ_AP014680.1_Lactobacillus_hokkaidonensis_DNA-_complete_genome	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_AP014635.1_Vibrio_tritonius_DNA-_chromosome_1-_complete_genome-_strain-_JCM_16456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_AP012549.1_Cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_DNA-_complete_genome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NZ_AUIP01000001.1_Streptococcus_porci_DSM_23759_G576DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	2	0	20	2	1	0	0	0	8	0	0	1	0	1	5	9	2	37	0	0	0	0	353	1	0	56	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	1	0	0	0	2	0	465	0	0	0	0	2	0	0	1	0	0	0	11	0	0	0	1	0	0	0	1	0	0	0	0	29	0	0	2	6	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0
NZ_ATZI01000001.1_Bacteroides_graminisolvens_DSM_19988_=_JCM_15093_strain_DSM_19988_C511DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	31	0	56	0	0	11	6	0	0	0	0	11	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	7	0	0	0	0	1	0	0	1	0	1	0	26	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	8	7	0	0	0	0	0	0	0	8	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_ATXW01000001.1_Rikenella_microfusus_DSM_15922_RikmiDRAFT_RMD.1_C-_whole_genome_shotgun_sequence	0	1	0	0	1	3	0	2	9	0	1	0	0	1	6	0	0	0	0	1	7	1	0	3	0	2	0	0	0	10	0	2	0	0	0	0	0	0	0	0	8	0	1	2	3	0	5	1	6	6	0	1	0	1	20	3	0	0	25	23	0	1	8	0	0	3	8	0	1	2	0	3	9	1	0	0	0	0	3	20	0	1	1	0	0	1	0	0	0	1	2	0	0	0	0	0
NZ_ATUY01000001.1_Actinotignum_urinale_DSM_15805_G445DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	0	0	1	0	43	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	0	1	1	0	1	0	0	0	0	2	0	0	117	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	11	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0
NZ_AP014808.1_Lactobacillus_acetotolerans_DNA-_complete_genome-_strain-_NBRC_13120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_ATUS01000001.1_Spongiibacter_tropicus_DSM_19543_G411DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_ATWJ01000001.1_Ornithinimicrobium_pekingense_DSM_21552_K330DRAFT_scaffold00010.10_C-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_ATVG01000001.1_Corynebacterium_massiliense_DSM_45435_G488DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	4	0	3	0	0	0	0	0	0
NZ_ATYS01000001.1_Budvicia_aquatica_DSM_5075_=_ATCC_35567_strain_DSM_5075_YWEDRAFT_scaffold_0.1_C-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NZ_ATYR01000001.1_Massilia_alkalitolerans_DSM_17462_YWCDRAFT_scaffold_0.1_C-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NZ_ATYV01000001.1_Corynebacterium_sputi_DSM_45148_YWUDRAFT_scaffold_0.1_C-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_ATYW01000001.1_Glycomyces_tenuis_DSM_44171_YWWDRAFT_scaffold_0.1_C-_whole_genome_shotgun_sequence	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_AUIO01000001.1_Streptococcus_plurextorum_DSM_22810_G575DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	19	3	33	0	92	0	2	0	18	16	0	0	0	0	1	9	13	1	0	0	0	0	320	2	0	1	1	0	76	0	2	0	0	0	1	1	5	6	0	0	0	2	0	2	0	4	0	2	0	403	3	1	0	1	0	16	0	35	0	2	2	17	1	0	0	1	0	0	0	3	0	0	0	0	2	1	0	1	1	0	4	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NZ_AUFY01000001.1_Veillonella_montpellierensis_DSM_17217_K357DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	0	0	30	8	19	0	0	0	0	1	0	0	67	1	0	22	6	8	8	0	0	0	7	0	0	18	34	0	0	12	0	2	0	0	0	0	0	65	3	0	15	14	5	0	0	4	1	65	0	28	0	1	2	0	12	2	0	12	12	10	0	18	0	2	2	1	0	0	0	8	0	1	0	0	4	1	0	5	5	0	0	1	0	0	0	0	0	6	16	1	2	0	0	0	0	0
NZ_AUAW01000001.1_Lactobacillus_rossiae_DSM_15814_G400DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	21	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NZ_ATZJ01000001.1_Chitinilyticum_litopenaei_DSM_21440_C515DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_AUAQ01000011.1_Corynebacterium_freiburgense_DSM_45254_G393DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_AUDP01000001.1_Ruminococcus_gauvreauii_DSM_19829_H604DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	0	0	0	0	0	0	1	0	3	0	0	0	0	0	4	0	0	5	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	1	6	0	0	0	1	0	0	0	1	0	0	0	0	12	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_AUDD01000001.1_Acidipropionibacterium_jensenii_DSM_20535_H590DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	94	0	0	0	10	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	3	34	3	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_AUBL01000001.1_Actinomyces_dentalis_DSM_19115_G446DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_AUAZ01000001.1_Marinobacterium_litorale_DSM_23545_G403DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_AUAX01000001.1_Hamadaea_tsunoensis_DSM_44101_G401DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_AUBE01000001.1_Streptomyces_flavidovirens_DSM_40150_G412DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NZ_AUCQ01000001.1_Comamonas_composti_DSM_21721_G486DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_AUCD01000001.1_Atopococcus_tabaci_DSM_17538_G470DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_AUCR01000001.1_Cucumibacter_marinus_DSM_18995_G489DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_AUEH01000001.1_Lactobacillus_harbinensis_DSM_16991_H627DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_AUEG01000001.1_Lacticigenium_naphtae_DSM_19658_H626DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_AUEF01000001.1_Jeotgalicoccus_psychrophilus_DSM_19085_H625DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_AUDX01000001.1_Gulosibacter_molinativorax_DSM_13485_H614DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_AUFP01000001.1_Prevotella_albensis_DSM_11370_=_JCM_12258_strain_DSM_11370_K333DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NZ_AUFQ01000001.1_Prevotella_baroniae_DSM_16972_=_JCM_13447_strain_DSM_16972_K334DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_AUFR01000001.1_Propionibacterium_acidifaciens_DSM_21887_K336DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_AUIB01000001.1_Propionimicrobium_lymphophilum_DSM_4903_G556DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	0	0	0	1	28	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	0	2	0	0	0	0	1	0	0	283	0	29	0	0	2	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	12	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0
NZ_AUGX01000001.1_Ottowia_thiooxydans_DSM_14619_G518DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	12	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_AUHK01000001.1_Helcococcus_sueciensis_DSM_17243_G534DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_AUHH01000001.1_Granulicoccus_phenolivorans_DSM_17626_G531DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_AUIQ01000001.1_Tetragenococcus_muriaticus_DSM_15685_G577DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	58	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP007557.1_Citrobacter_freundii_CFNIH1-_complete_genome	2	1	914	704	128	8	3	0	5	206	61	29	1484	23	1	1	351	37	111	319	795	113	1057	865	83	81	15774	2	324	69	0	0	247	168	147	118	158	55	533	307	204	69425	2938	14	2	436	13	195	16	79	148	0	51	20	39	110	64	50	69	41	726	2	2	1677	961	205	0	2	1	0	5	2	5	1	5	4	71	6	18	21	255	0	12	16	121	0	165	58	2	8	12	0	0	0	1	0
NZ_CP006905.1_Clostridium_baratii_str._Sullivan-_complete_genome	0	0	6	253	3	11	20	0	8	0	0	106	2	3	0	2	16	8	2	1	0	0	19	0	8412	15	2669	0	0	10	0	0	0	0	319	95	0	0	1	0	3	1524	6	0	0	1074	0	11	1	0	0	0	0	266	0	2	81	4	88	10	0	0	0	263	0	35	0	0	1	15	0	0	0	0	0	0	4	0	1	0	0	0	3	7	1	0	0	1	0	2	2	0	0	0	0	0
NZ_CM001167.1_Bacteroides_coprosuis_DSM_18011_chromosome-_whole_genome_shotgun_sequence	0	0	0	0	0	0	1	709	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	270	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	52	0	1	0	0	0	0	1	0	0	0	0	0	0	123	1	0	0	103	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	6	10	0	0	0	0	0
NZ_AUME01000001.1_Prevotella_corporis_DSM_18810_=_JCM_8529_strain_DSM_18810_H515DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	0	8	8	2	62	400	310	0	897	2	4	0	17	40	0	4	1	2	411	5	45	0	0	376	805	952	1	42	1	1400	108	0	0	0	3	0	1	2	0	0	1800	1	3	30	377	1	7	16	187	16	0	1884	0	1	715	16	1	3	1116	1077	0	0	454	0	8	4	0	4	184	1452	426	9	4	52	0	11	14	0	10	118	0	72	58	1	2	2	1	12	22	1	37	0	0	0	0	0
NZ_AUJL01000001.1_Clostridium_cadaveris_AGR2141_G605DRAFT_scaffold00001.1_C-_whole_genome_shotgun_sequence	0	0	4	0	1	0	0	0	6	0	0	24	1	4	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	25	104	0	0	0	0	4	0	4	0	0	0	0	6	0	0	0	0	0	124	0	0	22	0	0	0	3	0	0	119	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
